ID,A_name_in_paper,A_category,relationship,B_name_in_paper,B_ensembl,B_category,mechanism,key_molecular ,key_molecular_category,detail mechanism,method,species,detial,pmid,article_title
LncReg_608,LSINCT5,lncRNA,down,HERC1,ENSG00000103657.12,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,"As shown in Table 1, we performed qPCR on 36 selected genes (primer sequences listed in  Sup. Table 2) and were able to validate that 10 of these genes  had more than two-fold increase or decrease of expression in response to the LSINCT5 knockdown.",21532345,LSINCT5 is over expressed in breast and ovarian cancer and affects cellular proliferation
LncReg_609,LSINCT5,lncRNA,down,ANKFY1,ENSG00000185722.15,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,"As shown in Table 1, we performed qPCR on 36 selected genes (primer sequences listed in  Sup. Table 2) and were able to validate that 10 of these genes  had more than two-fold increase or decrease of expression in response to the LSINCT5 knockdown.",21532345,LSINCT5 is over expressed in breast and ovarian cancer and affects cellular proliferation
LncReg_610,LSINCT5,lncRNA,down,MAPK9,ENSG00000050748.16,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,"As shown in Table 1, we performed qPCR on 36 selected genes (primer sequences listed in  Sup. Table 2) and were able to validate that 10 of these genes  had more than two-fold increase or decrease of expression in response to the LSINCT5 knockdown.",21532345,LSINCT5 is over expressed in breast and ovarian cancer and affects cellular proliferation
LncReg_611,LSINCT5,lncRNA,down,PDPK1,ENSG00000140992.17,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,"As shown in Table 1, we performed qPCR on 36 selected genes (primer sequences listed in  Sup. Table 2) and were able to validate that 10 of these genes  had more than two-fold increase or decrease of expression in response to the LSINCT5 knockdown.",21532345,LSINCT5 is over expressed in breast and ovarian cancer and affects cellular proliferation
LncReg_612,LSINCT5,lncRNA,down,EPPK1,ENSG00000261150.2,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,"As shown in Table 1, we performed qPCR on 36 selected genes (primer sequences listed in  Sup. Table 2) and were able to validate that 10 of these genes  had more than two-fold increase or decrease of expression in response to the LSINCT5 knockdown.",21532345,LSINCT5 is over expressed in breast and ovarian cancer and affects cellular proliferation
LncReg_613,LSINCT5,lncRNA,up,ACTR2,ENSG00000138071.12,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,"As shown in Table 1, we performed qPCR on 36 selected genes (primer sequences listed in  Sup. Table 2) and were able to validate that 10 of these genes  had more than two-fold increase or decrease of expression in response to the LSINCT5 knockdown.",21532345,LSINCT5 is over expressed in breast and ovarian cancer and affects cellular proliferation
LncReg_614,LSINCT5,lncRNA,up,NEAT1,,lncRNA,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,"As shown in Table 1, we performed qPCR on 36 selected genes (primer sequences listed in  Sup. Table 2) and were able to validate that 10 of these genes  had more than two-fold increase or decrease of expression in response to the LSINCT5 knockdown.",21532345,LSINCT5 is over expressed in breast and ovarian cancer and affects cellular proliferation
LncReg_615,LSINCT5,lncRNA,up,PRKAA1,ENSG00000132356.10,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,"As shown in Table 1, we performed qPCR on 36 selected genes (primer sequences listed in  Sup. Table 2) and were able to validate that 10 of these genes  had more than two-fold increase or decrease of expression in response to the LSINCT5 knockdown.",21532345,LSINCT5 is over expressed in breast and ovarian cancer and affects cellular proliferation
LncReg_616,LSINCT5,lncRNA,up,CXCR4,ENSG00000121966.6,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,"As shown in Table 1, we performed qPCR on 36 selected genes (primer sequences listed in  Sup. Table 2) and were able to validate that 10 of these genes  had more than two-fold increase or decrease of expression in response to the LSINCT5 knockdown.",21532345,LSINCT5 is over expressed in breast and ovarian cancer and affects cellular proliferation
LncReg_617,LSINCT5,lncRNA,up,PSPC1,ENSG00000121390.16,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,"As shown in Table 1, we performed qPCR on 36 selected genes (primer sequences listed in  Sup. Table 2) and were able to validate that 10 of these genes  had more than two-fold increase or decrease of expression in response to the LSINCT5 knockdown.",21532345,LSINCT5 is over expressed in breast and ovarian cancer and affects cellular proliferation
LncReg_618,PVT1,lncRNA,up,FN1,ENSG00000115414.17,protein coding,transcriptional regulation,,,,qPCR;ELISA,Homo sapiens,"In addition, siRNA knockdown of PVT1 expression was accompanied by a 0.3 and 0.4-fold decrease of FN1 and COL4A1 mRNA expression, respectively.Correspondingly, levels of secreted FN1 (Fig. 3B) and COL4A1 (Fig. 3C) were also significantly reduced after PVT1 knockdown in MC under HG conditions, to the basal levels found in MC under NG conditions.",21526116,Functional characterization of the plasmacytoma variant translocation 1 gene (PVT1) in diabetic nephropathy
LncReg_619,PVT1,lncRNA,up,COL4A1,ENSG00000187498.13,protein coding,transcriptional regulation,,,,qPCR;ELISA,Homo sapiens,"In addition, siRNA knockdown of PVT1 expression was accompanied by a 0.3 and 0.4-fold decrease of FN1 and COL4A1 mRNA expression, respectively.Correspondingly, levels of secreted FN1 (Fig. 3B) and COL4A1 (Fig. 3C) were also significantly reduced after PVT1 knockdown in MC under HG conditions, to the basal levels found in MC under NG conditions.",21526116,Functional characterization of the plasmacytoma variant translocation 1 gene (PVT1) in diabetic nephropathy
LncReg_62,IL1?-eRNA,lncRNA,up,IL1?,ENSG00000125538.10,protein coding,transcriptional regulation,,,,qPCR?ELISA,Homo sapiens,IL1b-eRNA and IL1b-RBT46(+) regulate LPS-induced IL1? and CXCL8 expression and release.,24909122,Long non-coding RNAs and enhancer RNAs regulate the lipopolysaccharide-induced inflammatory response in human monocytes
LncReg_620,PVT1,lncRNA,up,Tgfb1,ENSG00000105329.8,protein coding,transcriptional regulation,,,,qPCR;ELISA,Homo sapiens,"Levels of secreted TGFB1 were decreased by 20%, and 15% at the same time points, respectively (Fig. 4B). We observed a much greater 30–35% decrease in mRNA (Fig. 4A) and 50–60% decrease in secreted protein (Fig. 4C) levels of PAI-1 in MC transfected with PVT1 siRNA compared to Neg siRNA or non-transfected cells. The levels of secreted TGFB1 (Fig. 4B) and PAI-1 (Fig. 4C) were significantly reduced after PVT1 knockdown in MC under HG conditions, to the basal levels found in MC under NG conditions.",21526116,Functional characterization of the plasmacytoma variant translocation 1 gene (PVT1) in diabetic nephropathy
LncReg_621,PVT1,lncRNA,up,PAI-1,ENSG00000106366.8,protein coding,transcriptional regulation,,,,qPCR;ELISA,Homo sapiens,"Levels of secreted TGFB1 were decreased by 20%, and 15% at the same time points, respectively (Fig. 4B). We observed a much greater 30–35% decrease in mRNA (Fig. 4A) and 50–60% decrease in secreted protein (Fig. 4C) levels of PAI-1 in MC transfected with PVT1 siRNA compared to Neg siRNA or non-transfected cells. The levels of secreted TGFB1 (Fig. 4B) and PAI-1 (Fig. 4C) were significantly reduced after PVT1 knockdown in MC under HG conditions, to the basal levels found in MC under NG conditions.",21526116,Functional characterization of the plasmacytoma variant translocation 1 gene (PVT1) in diabetic nephropathy
LncReg_622,Zfas1,lncRNA,up,znfx1,ENSG00000124201.13,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,"As seen in Figure 3A, a similar but slightly offset change in expression was apparent for Znfx1 over the same period of analysis.. ",21460236,SNORD-host RNA Zfas1 is a regulator of mammary development and a potential marker for breast cancer
LncReg_623,Zfas1,lncRNA,up,Csn2,ENSG00000135222.6,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,"We found that in Zfas1 knockdown cells, the ex-pression of Csn2 increased over 40-fold in differentiated cells relative to undiffer-entiated cells, whereas it increased just twofold in cells transfected with the control siRNA. ",21460236,SNORD-host RNA Zfas1 is a regulator of mammary development and a potential marker for breast cancer
LncReg_624,HOTTIP,lncRNA,up,HoxA7,ENSG00000122592.7,protein coding,transcriptional regulation,WDR5,,HOTTIP RNA programs active chromatin via WDR5.,qPCR;western blot;ChIP,Homo sapiens,Knockdown of HOTTIPRNA abrogates expression of 5' HOXA genes in foreskin fibroblasts. HOTTIPRNA is required for 5' HoxAgene expressionin vivo .,21423168,A long noncoding RNA maintains active chromatin to coordinate homeotic gene expression
LncReg_625,HOTTIP,lncRNA,up,HoxA9,ENSG00000078399.14,protein coding,transcriptional regulation,WDR5,,HOTTIP RNA programs active chromatin via WDR5.,qPCR;western blot;ChIP,Homo sapiens,Knockdown of HOTTIPRNA abrogates expression of 5' HOXA genes in foreskin fibroblasts. HOTTIPRNA is required for 5' HoxAgene expressionin vivo .,21423168,A long noncoding RNA maintains active chromatin to coordinate homeotic gene expression
LncReg_626,HOTTIP,lncRNA,up,HoxA10,ENSG00000253293.4,protein coding,transcriptional regulation,WDR5,,HOTTIP RNA programs active chromatin via WDR5.,qPCR;western blot;ChIP,Homo sapiens,Knockdown of HOTTIPRNA abrogates expression of 5' HOXA genes in foreskin fibroblasts. HOTTIPRNA is required for 5' HoxAgene expressionin vivo .,21423168,A long noncoding RNA maintains active chromatin to coordinate homeotic gene expression
LncReg_627,HOTTIP,lncRNA,up,HoxA11,ENSG00000005073.5,protein coding,transcriptional regulation,WDR5,,HOTTIP RNA programs active chromatin via WDR5.,qPCR;western blot;ChIP,Homo sapiens,Knockdown of HOTTIPRNA abrogates expression of 5' HOXA genes in foreskin fibroblasts. HOTTIPRNA is required for 5' HoxAgene expressionin vivo .,21423168,A long noncoding RNA maintains active chromatin to coordinate homeotic gene expression
LncReg_628,HOTTIP,lncRNA,up,HoxA13,ENSG00000106031.7,protein coding,transcriptional regulation,WDR5,,HOTTIP RNA programs active chromatin via WDR5.,qPCR;western blot;ChIP,Homo sapiens,Knockdown of HOTTIPRNA abrogates expression of 5' HOXA genes in foreskin fibroblasts. HOTTIPRNA is required for 5' HoxAgene expressionin vivo .,21423168,A long noncoding RNA maintains active chromatin to coordinate homeotic gene expression
LncReg_629,asOct4-pg5,lncRNA,down,4-Oct,ENSG00000204531.14,protein coding,transcriptional regulation,EZH2,,This increase correlated with a loss of silent state epigenetic marks and the histone methyltransferase Ezh2 at the Oct4 promoter.,qPCR;Run-on analysis;ChIP,Homo sapiens,"When an lncRNA antisense to Oct4-pseudogene 5 was suppressed, transcription of Oct4 and Oct4 pseudogenes 4 and 5 was observed to increase. ",21151833,Transcriptional regulation of Oct4 by a long non-coding RNA antisense to Oct4-pseudogene 5
LncReg_63,IL1?-eRNA,lncRNA,up,CXCL8,ENSG00000169429.9,protein coding,transcriptional regulation,,,,qPCR?ELISA,Homo sapiens,IL1b-eRNA and IL1b-RBT46(+) regulate LPS-induced IL1? and CXCL8 expression and release.,24909122,Long non-coding RNAs and enhancer RNAs regulate the lipopolysaccharide-induced inflammatory response in human monocytes
LncReg_630,asOct4-pg5,lncRNA,down,Oct4-pg4,ENSG00000237872.4,protein coding,transcriptional regulation,EZH2,,This increase correlated with a loss of silent state epigenetic marks and the histone methyltransferase Ezh2 at the Oct4 promoter.,qPCR;Run-on analysis;ChIP,Homo sapiens,"When an lncRNA antisense to Oct4-pseudogene 5 was suppressed, transcription of Oct4 and Oct4 pseudogenes 4 and 5 was observed to increase. ",21151833,Transcriptional regulation of Oct4 by a long non-coding RNA antisense to Oct4-pseudogene 5
LncReg_631,asOct4-pg5,lncRNA,down,Oct4-pg5,ENSG00000236375.3,protein coding,transcriptional regulation,EZH2,,This increase correlated with a loss of silent state epigenetic marks and the histone methyltransferase Ezh2 at the Oct4 promoter.,qPCR;Run-on analysis;ChIP,Homo sapiens,"When an lncRNA antisense to Oct4-pseudogene 5 was suppressed, transcription of Oct4 and Oct4 pseudogenes 4 and 5 was observed to increase. ",21151833,Transcriptional regulation of Oct4 by a long non-coding RNA antisense to Oct4-pseudogene 5
LncReg_632,MALAT1,lncRNA,up,CTHRC1,ENSG00000164932.11,protein coding,post-transcriptional regulation,,,,qPCR,Homo sapiens,"Here, we show that short-interfering RNA-mediated MALAT-1 silencing impaired in vitro cell motility of lung cancer cells and influenced the expression of numerous genes. ",20937273,MALAT-1 enhances cell motility of lung adenocarcinoma cells by influencing the expression of motility-related genes
LncReg_633,MALAT1,lncRNA,up,CCT4,ENSG00000115484.13,protein coding,post-transcriptional regulation,,,,qPCR,Homo sapiens,"Here, we show that short-interfering RNA-mediated MALAT-1 silencing impaired in vitro cell motility of lung cancer cells and influenced the expression of numerous genes. ",20937273,MALAT-1 enhances cell motility of lung adenocarcinoma cells by influencing the expression of motility-related genes
LncReg_634,MALAT1,lncRNA,up,ROD1,ENSG00000119314.14,protein coding,post-transcriptional regulation,,,,qPCR,Homo sapiens,"Here, we show that short-interfering RNA-mediated MALAT-1 silencing impaired in vitro cell motility of lung cancer cells and influenced the expression of numerous genes. ",20937273,MALAT-1 enhances cell motility of lung adenocarcinoma cells by influencing the expression of motility-related genes
LncReg_635,MALAT1,lncRNA,up,SLC26a2,ENSG00000155850.7,protein coding,post-transcriptional regulation,,,,qPCR,Homo sapiens,"Here, we show that short-interfering RNA-mediated MALAT-1 silencing impaired in vitro cell motility of lung cancer cells and influenced the expression of numerous genes. ",20937273,MALAT-1 enhances cell motility of lung adenocarcinoma cells by influencing the expression of motility-related genes
